"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Dec 02 08:33:52 GMT 2023","Sat Dec 02 08:34:03 GMT 2023","10999","","Numbers Pricing page","","","","should allow a user to use filters",""
"broken","Sat Dec 02 08:38:00 GMT 2023","Sat Dec 02 08:38:10 GMT 2023","9979","","Release Notes page","","","","should allow a user to filter notes",""
"broken","Sat Dec 02 08:33:42 GMT 2023","Sat Dec 02 08:33:51 GMT 2023","8753","","Microsoft Teams page","","","","should NOT allow a user to submit a form with invalid data",""
"passed","Sat Dec 02 08:41:00 GMT 2023","Sat Dec 02 08:41:01 GMT 2023","592","","Global coverage page","","","","""before each"" hook for Global coverage page",""
"broken","Sat Dec 02 08:38:48 GMT 2023","Sat Dec 02 08:38:58 GMT 2023","9896","","Support Center page","","","","should NOT find results for an invalid sarch value",""
"broken","Sat Dec 02 08:38:36 GMT 2023","Sat Dec 02 08:38:46 GMT 2023","10035","","Support Center page","","","","should find results for a valid sarch value",""
"broken","Sat Dec 02 08:32:34 GMT 2023","Sat Dec 02 08:32:43 GMT 2023","8693","","Blog page","","","","should NOT find results for an invalid sarch value",""
"broken","Sat Dec 02 08:38:23 GMT 2023","Sat Dec 02 08:38:33 GMT 2023","10041","","Solutions page","","","","should allow a user to filter departments",""
"passed","Sat Dec 02 08:38:10 GMT 2023","Sat Dec 02 08:38:11 GMT 2023","935","","Release Notes page","","","","""before each"" hook for Release Notes page",""
"passed","Sat Dec 02 08:33:19 GMT 2023","Sat Dec 02 08:33:21 GMT 2023","2922","","Integrations page","","","","""before each"" hook for Integrations page",""
"broken","Sat Dec 02 08:32:45 GMT 2023","Sat Dec 02 08:32:56 GMT 2023","11088","","Customer Stories page","","","","should open an article",""
"passed","Sat Dec 02 08:34:26 GMT 2023","Sat Dec 02 08:34:29 GMT 2023","2967","","Solutions page","","","","""before each"" hook for Solutions page",""
"broken","Sat Dec 02 08:42:19 GMT 2023","Sat Dec 02 08:42:31 GMT 2023","11351","","Solutions page","","","","should allow a user to filter departments",""
"passed","Sat Dec 02 08:38:58 GMT 2023","Sat Dec 02 08:39:00 GMT 2023","1924","","Support Center page","","","","""after each"" hook for Support Center page",""
"broken","Sat Dec 02 08:39:57 GMT 2023","Sat Dec 02 08:40:08 GMT 2023","11009","","Blog page","","","","should display pagination",""
"passed","Sat Dec 02 08:31:53 GMT 2023","Sat Dec 02 08:31:57 GMT 2023","3285","","Blog article page","","","","""before each"" hook for Blog article page",""
"passed","Sat Dec 02 08:35:01 GMT 2023","Sat Dec 02 08:35:01 GMT 2023","173","","Support Center page","","","","""after each"" hook for Support Center page",""
"passed","Sat Dec 02 08:36:36 GMT 2023","Sat Dec 02 08:36:38 GMT 2023","2356","","Customer Stories page","","","","""before each"" hook for Customer Stories page",""
"passed","Sat Dec 02 08:37:12 GMT 2023","Sat Dec 02 08:37:14 GMT 2023","1915","","Integrations page","","","","""before each"" hook for Integrations page",""
"passed","Sat Dec 02 08:35:03 GMT 2023","Sat Dec 02 08:35:06 GMT 2023","2920","","Telnyx Vs TwilioPage page","","","","""before each"" hook for Telnyx Vs TwilioPage page",""
"broken","Sat Dec 02 08:31:43 GMT 2023","Sat Dec 02 08:31:52 GMT 2023","8807","","IoT Sim Cards page","","","","should NOT allow a user to submit a form with invalid data",""
"broken","Sat Dec 02 08:40:26 GMT 2023","Sat Dec 02 08:40:35 GMT 2023","8893","","Blog page","","","","should NOT find results for an invalid sarch value",""
"broken","Sat Dec 02 08:35:55 GMT 2023","Sat Dec 02 08:36:06 GMT 2023","10417","","Blog page","","","","should display pagination",""
"broken","Sat Dec 02 08:35:03 GMT 2023","Sat Dec 02 08:35:14 GMT 2023","11085","","Telnyx Vs TwilioPage page","","","","should allow a user to submit a form with valid data",""
"passed","Sat Dec 02 08:39:33 GMT 2023","Sat Dec 02 08:39:34 GMT 2023","828","","IoT Sim Cards page","","","","""before each"" hook for IoT Sim Cards page",""
"broken","Sat Dec 02 08:40:49 GMT 2023","Sat Dec 02 08:41:00 GMT 2023","11477","","Global coverage page","","","","should allow a user to submit a form with valid data",""
"passed","Sat Dec 02 08:40:26 GMT 2023","Sat Dec 02 08:40:26 GMT 2023","482","","Blog page","","","","""before each"" hook for Blog page",""
"broken","Sat Dec 02 08:34:16 GMT 2023","Sat Dec 02 08:34:25 GMT 2023","8940","","Release Notes page","","","","should display pagination",""
"passed","Sat Dec 02 08:34:16 GMT 2023","Sat Dec 02 08:34:17 GMT 2023","743","","Release Notes page","","","","""before each"" hook for Release Notes page",""
"passed","Sat Dec 02 08:38:23 GMT 2023","Sat Dec 02 08:38:25 GMT 2023","2069","","Solutions page","","","","""before each"" hook for Solutions page",""
"passed","Sat Dec 02 08:35:42 GMT 2023","Sat Dec 02 08:35:44 GMT 2023","2082","","Blog article page","","","","""before each"" hook for Blog article page",""
"passed","Sat Dec 02 08:42:09 GMT 2023","Sat Dec 02 08:42:09 GMT 2023","705","","Release Notes page","","","","""before each"" hook for Release Notes page",""
"broken","Sat Dec 02 08:34:39 GMT 2023","Sat Dec 02 08:34:50 GMT 2023","10753","","Support Center page","","","","should find results for a valid sarch value",""
